,iterations,encoding_dim,quantization_level,sim_metric,accuracy_score,precision_score,recall_score,f1_score,train_time,retrain_time,singlepass_test_time,retrain_test_time,train_encode_time,test_encode_time
28,10,2,16,,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0010471343994140625,0.0009789466857910156,0.15138721466064453,0.02018284797668457
29,100,2,16,,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0009982585906982422,0.001237630844116211,0.14665865898132324,0.019452571868896484
30,1,2,32,cos,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0014200210571289062,0.001506805419921875,0.1447007656097412,0.020270586013793945
31,10,2,32,cos,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0015263557434082031,0.0014178752899169922,0.15030694007873535,0.01846790313720703
32,100,2,32,cos,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0013811588287353516,0.001413583755493164,0.15067672729492188,0.019421100616455078
33,1,2,32,,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.001024007797241211,0.001004934310913086,0.14460039138793945,0.01813960075378418
34,10,2,32,,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.001026153564453125,0.0010561943054199219,0.14322376251220703,0.01848292350769043
35,100,2,32,,0.615916955017301,0.3763440860215054,0.3977272727272727,0.38674033149171266,0,0,0.0010669231414794922,0.0012848377227783203,0.14696788787841797,0.01852130889892578
36,1,10,1,cos,0.6055363321799307,0.2903225806451613,0.20454545454545456,0.24000000000000005,0,0,0.00139617919921875,0.0013606548309326172,0.14441871643066406,0.0193789005279541
37,10,10,1,cos,0.6089965397923875,0.3563218390804598,0.3522727272727273,0.3542857142857143,0,0,0.0013933181762695312,0.0014717578887939453,0.1433558464050293,0.016911983489990234
38,100,10,1,cos,0.5951557093425606,0.2835820895522388,0.2159090909090909,0.24516129032258066,0,0,0.0014865398406982422,0.0014276504516601562,0.15041279792785645,0.019574403762817383
39,1,10,1,,0.5467128027681661,0.3825136612021858,0.7954545454545454,0.5166051660516605,0,0,0.0010113716125488281,0.0010089874267578125,0.1453685760498047,0.01889824867248535
40,10,10,1,,0.615916955017301,0.35802469135802467,0.32954545454545453,0.3431952662721893,0,0,0.001028299331665039,0.0010166168212890625,0.14232540130615234,0.018678665161132812
41,100,10,1,,0.6955017301038062,0.5,0.4318181818181818,0.46341463414634143,0,0,0.0010907649993896484,0.0012807846069335938,0.14172744750976562,0.0184628963470459
42,1,10,2,cos,0.5640138408304498,0.3680555555555556,0.6022727272727273,0.45689655172413796,0,0,0.0013959407806396484,0.0013720989227294922,0.14661669731140137,0.019144535064697266
43,10,10,2,cos,0.5882352941176471,0.3176470588235294,0.3068181818181818,0.3121387283236994,0,0,0.0014009475708007812,0.001355886459350586,0.1443934440612793,0.018645763397216797
44,100,10,2,cos,0.5640138408304498,0.3680555555555556,0.6022727272727273,0.45689655172413796,0,0,0.0014154911041259766,0.0013997554779052734,0.14351272583007812,0.018694639205932617
45,1,10,2,,0.6539792387543253,0.4523809523809524,0.6477272727272727,0.5327102803738318,0,0,0.0009760856628417969,0.0009775161743164062,0.13985848426818848,0.017818212509155273
46,10,10,2,,0.5570934256055363,0.26744186046511625,0.26136363636363635,0.26436781609195403,0,0,0.0010101795196533203,0.000980377197265625,0.1378176212310791,0.017933368682861328
47,100,10,2,,0.6885813148788927,0.4864864864864865,0.4090909090909091,0.44444444444444453,0,0,0.0009806156158447266,0.0011556148529052734,0.13759350776672363,0.01748180389404297
48,1,10,4,cos,0.7058823529411765,0.6666666666666666,0.06818181818181818,0.12371134020618554,0,0,0.0012998580932617188,0.001283884048461914,0.13764071464538574,0.01749110221862793
49,10,10,4,cos,0.5121107266435986,0.35195530726256985,0.7159090909090909,0.4719101123595506,0,0,0.0012624263763427734,0.0012574195861816406,0.13495707511901855,0.016837120056152344
50,100,10,4,cos,0.6885813148788927,0.42857142857142855,0.06818181818181818,0.1176470588235294,0,0,0.00139617919921875,0.0014317035675048828,0.1443619728088379,0.018131494522094727
51,1,10,4,,0.643598615916955,0.42990654205607476,0.5227272727272727,0.47179487179487173,0,0,0.0010447502136230469,0.0010197162628173828,0.14620256423950195,0.01840353012084961
52,10,10,4,,0.6470588235294118,0.4326923076923077,0.5113636363636364,0.46875,0,0,0.0010693073272705078,0.0010445117950439453,0.14370036125183105,0.018693208694458008
53,100,10,4,,0.6505190311418685,0.4084507042253521,0.32954545454545453,0.3647798742138365,0,0,0.001007080078125,0.0012357234954833984,0.14301466941833496,0.017623424530029297
54,1,10,8,cos,0.43944636678200694,0.32710280373831774,0.7954545454545454,0.46357615894039733,0,0,0.0013861656188964844,0.0013620853424072266,0.14532065391540527,0.019034147262573242
55,10,10,8,cos,0.6505190311418685,0.43157894736842106,0.4659090909090909,0.44808743169398907,0,0,0.001377105712890625,0.0013568401336669922,0.14277029037475586,0.01776862144470215
56,100,10,8,cos,0.5882352941176471,0.26865671641791045,0.20454545454545456,0.23225806451612901,0,0,0.0014476776123046875,0.0014369487762451172,0.14365553855895996,0.018803834915161133
57,1,10,8,,0.5259515570934256,0.36312849162011174,0.7386363636363636,0.48689138576779023,0,0,0.001039743423461914,0.0010077953338623047,0.1455378532409668,0.019297122955322266
58,10,10,8,,0.5467128027681661,0.3630573248407643,0.6477272727272727,0.46530612244897956,0,0,0.001046895980834961,0.0010294914245605469,0.14303898811340332,0.01861119270324707
59,100,10,8,,0.6055363321799307,0.25925925925925924,0.1590909090909091,0.19718309859154928,0,0,0.0010259151458740234,0.0012056827545166016,0.14337444305419922,0.018697500228881836
60,1,10,16,cos,0.6816608996539792,0.43333333333333335,0.14772727272727273,0.22033898305084748,0,0,0.0013058185577392578,0.001271963119506836,0.13922667503356934,0.017606496810913086
61,10,10,16,cos,0.6920415224913494,0.4857142857142857,0.19318181818181818,0.2764227642276423,0,0,0.0013103485107421875,0.0012936592102050781,0.1378920078277588,0.01696014404296875
62,100,10,16,cos,0.6643598615916955,0.449438202247191,0.45454545454545453,0.45197740112994345,0,0,0.0012450218200683594,0.001314401626586914,0.1367473602294922,0.016706228256225586
63,1,10,16,,0.5605536332179931,0.37888198757763975,0.6931818181818182,0.4899598393574297,0,0,0.0009372234344482422,0.0009179115295410156,0.13622784614562988,0.017593860626220703
64,10,10,16,,0.5813148788927336,0.3987730061349693,0.7386363636363636,0.5179282868525895,0,0,0.0009357929229736328,0.0009584426879882812,0.13245749473571777,0.01666569709777832
65,100,10,16,,0.6193771626297578,0.4166666666666667,0.625,0.5,0,0,0.0009512901306152344,0.0011250972747802734,0.1385207176208496,0.01644420623779297
66,1,10,32,cos,0.6089965397923875,0.4,0.5681818181818182,0.4694835680751174,0,0,0.001260519027709961,0.0012445449829101562,0.1355116367340088,0.016534090042114258
67,10,10,32,cos,0.657439446366782,0.39622641509433965,0.23863636363636365,0.29787234042553196,0,0,0.0012428760528564453,0.0012209415435791016,0.13368821144104004,0.016611814498901367
68,100,10,32,cos,0.6262975778546713,0.2619047619047619,0.125,0.16923076923076924,0,0,0.0012726783752441406,0.0014727115631103516,0.13381314277648926,0.01654672622680664
69,1,10,32,,0.698961937716263,0.5454545454545454,0.06818181818181818,0.12121212121212122,0,0,0.0010685920715332031,0.0010187625885009766,0.14627671241760254,0.01959228515625
70,10,10,32,,0.6608996539792388,0.14285714285714285,0.022727272727272728,0.0392156862745098,0,0,0.0010461807250976562,0.0010135173797607422,0.14273881912231445,0.018641233444213867
71,100,10,32,,0.7162629757785467,0.5882352941176471,0.22727272727272727,0.32786885245901637,0,0,0.0010020732879638672,0.0012335777282714844,0.13988852500915527,0.017711162567138672
72,1,100,1,cos,0.6470588235294118,0.43859649122807015,0.5681818181818182,0.4950495049504951,0,0,0.0014140605926513672,0.0013980865478515625,0.15235304832458496,0.020911693572998047
73,10,100,1,cos,0.6366782006920415,0.43410852713178294,0.6363636363636364,0.5161290322580645,0,0,0.0013723373413085938,0.0013816356658935547,0.15078306198120117,0.019808292388916016
74,100,100,1,cos,0.7197231833910035,0.5421686746987951,0.5113636363636364,0.5263157894736842,0,0,0.0014410018920898438,0.001500844955444336,0.1496601104736328,0.02040553092956543
75,1,100,1,,0.6401384083044983,0.43333333333333335,0.5909090909090909,0.5,0,0,0.001066446304321289,0.0010578632354736328,0.16085481643676758,0.02270340919494629
76,10,100,1,,0.7197231833910035,0.5421686746987951,0.5113636363636364,0.5263157894736842,0,0,0.0010707378387451172,0.0010004043579101562,0.15588951110839844,0.021066665649414062
77,100,100,1,,0.7162629757785467,0.532608695652174,0.5568181818181818,0.5444444444444444,0,0,0.0010769367218017578,0.0012481212615966797,0.15549492835998535,0.021513700485229492
78,1,100,2,cos,0.6539792387543253,0.44545454545454544,0.5568181818181818,0.4949494949494949,0,0,0.0013878345489501953,0.0013284683227539062,0.15415668487548828,0.022416114807128906
79,10,100,2,cos,0.7335640138408305,0.5632183908045977,0.5568181818181818,0.5599999999999999,0,0,0.0013496875762939453,0.0013043880462646484,0.1526181697845459,0.021404743194580078
80,100,100,2,cos,0.7058823529411765,0.5154639175257731,0.5681818181818182,0.5405405405405405,0,0,0.001329183578491211,0.0013298988342285156,0.14763832092285156,0.02066826820373535
81,1,100,2,,0.7024221453287197,0.5092592592592593,0.625,0.5612244897959184,0,0,0.0009572505950927734,0.0009357929229736328,0.1483016014099121,0.020975828170776367
82,10,100,2,,0.6851211072664359,0.4838709677419355,0.5113636363636364,0.4972375690607735,0,0,0.0009753704071044922,0.0009868144989013672,0.14493894577026367,0.01895308494567871
83,100,100,2,,0.726643598615917,0.5529411764705883,0.5340909090909091,0.5433526011560694,0,0,0.001047372817993164,0.001172780990600586,0.15646076202392578,0.021229028701782227
84,1,100,4,cos,0.6366782006920415,0.432,0.6136363636363636,0.5070422535211268,0,0,0.001317739486694336,0.0012767314910888672,0.1468505859375,0.020382404327392578
85,10,100,4,cos,0.7370242214532872,0.5909090909090909,0.4431818181818182,0.5064935064935066,0,0,0.0012900829315185547,0.0012552738189697266,0.14700889587402344,0.019867420196533203
86,100,100,4,cos,0.7335640138408305,0.5647058823529412,0.5454545454545454,0.5549132947976878,0,0,0.0012819766998291016,0.0013241767883300781,0.14633440971374512,0.020608901977539062
87,1,100,4,,0.6643598615916955,0.4594594594594595,0.5795454545454546,0.5125628140703518,0,0,0.0009853839874267578,0.0009551048278808594,0.14775919914245605,0.02112293243408203
88,10,100,4,,0.6816608996539792,0.4803921568627451,0.5568181818181818,0.5157894736842105,0,0,0.0009560585021972656,0.0010478496551513672,0.14562058448791504,0.019449710845947266
89,100,100,4,,0.6816608996539792,0.48148148148148145,0.5909090909090909,0.5306122448979591,0,0,0.0008995532989501953,0.0011713504791259766,0.14549589157104492,0.0189361572265625
90,1,100,8,cos,0.6505190311418685,0.4368932038834951,0.5113636363636364,0.4712041884816754,0,0,0.0013165473937988281,0.001314401626586914,0.1469271183013916,0.020641326904296875
91,10,100,8,cos,0.6470588235294118,0.4435483870967742,0.625,0.5188679245283019,0,0,0.0012400150299072266,0.0012302398681640625,0.1453092098236084,0.018526554107666016
92,100,100,8,cos,0.7058823529411765,0.5384615384615384,0.23863636363636365,0.3307086614173228,0,0,0.0013432502746582031,0.0014891624450683594,0.14110875129699707,0.018391132354736328
93,1,100,8,,0.6955017301038062,0.5,0.5454545454545454,0.5217391304347826,0,0,0.0010502338409423828,0.0010390281677246094,0.15610408782958984,0.022701263427734375
94,10,100,8,,0.7474048442906575,0.7027027027027027,0.29545454545454547,0.416,0,0,0.0010814666748046875,0.0010790824890136719,0.15442514419555664,0.022458314895629883
95,100,100,8,,0.698961937716263,0.5061728395061729,0.4659090909090909,0.485207100591716,0,0,0.0010154247283935547,0.0011472702026367188,0.1527252197265625,0.020737648010253906
96,1,100,16,cos,0.6539792387543253,0.45,0.6136363636363636,0.5192307692307692,0,0,0.001298666000366211,0.0013897418975830078,0.14843273162841797,0.020830631256103516
97,10,100,16,cos,0.726643598615917,0.5494505494505495,0.5681818181818182,0.558659217877095,0,0,0.0013327598571777344,0.001363992691040039,0.14323067665100098,0.019937753677368164
98,100,100,16,cos,0.7162629757785467,0.5652173913043478,0.29545454545454547,0.3880597014925373,0,0,0.0013356208801269531,0.0014264583587646484,0.14820241928100586,0.020566940307617188
99,1,100,16,,0.657439446366782,0.4580152671755725,0.6818181818181818,0.547945205479452,0,0,0.0008950233459472656,0.0012118816375732422,0.14829111099243164,0.019647598266601562
100,10,100,16,,0.6366782006920415,0.42857142857142855,0.5795454545454546,0.49275362318840576,0,0,0.0012021064758300781,0.0009698867797851562,0.14478302001953125,0.02034139633178711
101,100,100,16,,0.7474048442906575,0.6027397260273972,0.5,0.546583850931677,0,0,0.0009844303131103516,0.00115966796875,0.14474010467529297,0.020511865615844727
102,1,100,32,cos,0.6920415224913494,0.49504950495049505,0.5681818181818182,0.5291005291005291,0,0,0.00130462646484375,0.001262664794921875,0.14869308471679688,0.020798206329345703
103,10,100,32,cos,0.6782006920415224,0.4778761061946903,0.6136363636363636,0.5373134328358209,0,0,0.0013511180877685547,0.0012788772583007812,0.15044808387756348,0.02091836929321289
104,100,100,32,cos,0.7474048442906575,0.6415094339622641,0.38636363636363635,0.48226950354609927,0,0,0.001310586929321289,0.0013136863708496094,0.14520692825317383,0.019769906997680664
105,1,100,32,,0.6816608996539792,0.4818181818181818,0.6022727272727273,0.5353535353535355,0,0,0.0012135505676269531,0.000990152359008789,0.1465010643005371,0.020009756088256836
106,10,100,32,,0.6747404844290658,0.4673913043478261,0.48863636363636365,0.47777777777777786,0,0,0.0009753704071044922,0.0010051727294921875,0.14550495147705078,0.019703388214111328
107,100,100,32,,0.6470588235294118,0.4435483870967742,0.625,0.5188679245283019,0,0,0.0009829998016357422,0.001201629638671875,0.1461644172668457,0.0203702449798584
108,1,1000,1,cos,0.6955017301038062,0.5,0.625,0.5555555555555556,0,0,0.001332998275756836,0.0012664794921875,0.18733716011047363,0.031225204467773438
109,10,1000,1,cos,0.6747404844290658,0.47619047619047616,0.6818181818181818,0.5607476635514018,0,0,0.0013670921325683594,0.0012750625610351562,0.1662452220916748,0.027793407440185547
110,100,1000,1,cos,0.6262975778546713,0.421875,0.6136363636363636,0.5,0,0,0.0013315677642822266,0.0013120174407958984,0.18015623092651367,0.03163456916809082
111,1,1000,1,,0.6955017301038062,0.5,0.6136363636363636,0.5510204081632653,0,0,0.0009839534759521484,0.0009388923645019531,0.1807544231414795,0.03173041343688965
112,10,1000,1,,0.7058823529411765,0.5132743362831859,0.6590909090909091,0.5771144278606964,0,0,0.001007080078125,0.0010728836059570312,0.18076038360595703,0.03157639503479004
113,100,1000,1,,0.643598615916955,0.43478260869565216,0.5681818181818182,0.49261083743842365,0,0,0.0012559890747070312,0.001241445541381836,0.18312716484069824,0.03192496299743652
114,1,1000,2,cos,0.7301038062283737,0.5531914893617021,0.5909090909090909,0.5714285714285714,0,0,0.0015158653259277344,0.001352071762084961,0.19397377967834473,0.03254842758178711
115,10,1000,2,cos,0.6020761245674741,0.4068965517241379,0.6704545454545454,0.5064377682403434,0,0,0.0013699531555175781,0.0013701915740966797,0.18970084190368652,0.03355121612548828
116,100,1000,2,cos,0.6505190311418685,0.4424778761061947,0.5681818181818182,0.4975124378109454,0,0,0.0015327930450439453,0.0013966560363769531,0.19015145301818848,0.033141374588012695
117,1,1000,2,,0.7231833910034602,0.5408163265306123,0.6022727272727273,0.5698924731182796,0,0,0.001031637191772461,0.0010287761688232422,0.19417095184326172,0.03176760673522949
118,10,1000,2,,0.6816608996539792,0.484375,0.7045454545454546,0.5740740740740741,0,0,0.0012135505676269531,0.0009706020355224609,0.18554353713989258,0.03257131576538086
119,100,1000,2,,0.671280276816609,0.46956521739130436,0.6136363636363636,0.5320197044334976,0,0,0.001026153564453125,0.0012488365173339844,0.18584489822387695,0.03132343292236328
120,1,1000,4,cos,0.698961937716263,0.5045871559633027,0.625,0.5583756345177665,0,0,0.001682281494140625,0.0013625621795654297,0.17664003372192383,0.02793574333190918
121,10,1000,4,cos,0.7058823529411765,0.5145631067961165,0.6022727272727273,0.5549738219895288,0,0,0.001378774642944336,0.0013315677642822266,0.17479968070983887,0.02862238883972168
122,100,1000,4,cos,0.6955017301038062,0.5,0.7045454545454546,0.5849056603773585,0,0,0.0014393329620361328,0.0014824867248535156,0.17203640937805176,0.02794957160949707
123,1,1000,4,,0.7231833910034602,0.5344827586206896,0.7045454545454546,0.607843137254902,0,0,0.0010807514190673828,0.0010666847229003906,0.17587685585021973,0.026866912841796875
124,10,1000,4,,0.7093425605536332,0.5172413793103449,0.6818181818181818,0.5882352941176471,0,0,0.0010352134704589844,0.0010361671447753906,0.16901087760925293,0.02716374397277832
125,100,1000,4,,0.6747404844290658,0.4732142857142857,0.6022727272727273,0.53,0,0,0.001020669937133789,0.0013797283172607422,0.1692650318145752,0.027897357940673828
126,1,1000,8,cos,0.7474048442906575,0.5824175824175825,0.6022727272727273,0.5921787709497207,0,0,0.0016448497772216797,0.0015208721160888672,0.18574237823486328,0.028397321701049805
127,10,1000,8,cos,0.7024221453287197,0.5086206896551724,0.6704545454545454,0.5784313725490196,0,0,0.0014622211456298828,0.0014295578002929688,0.1817913055419922,0.02910447120666504
128,100,1000,8,cos,0.6782006920415224,0.47706422018348627,0.5909090909090909,0.5279187817258884,0,0,0.0014145374298095703,0.0014154911041259766,0.1774740219116211,0.02790069580078125
129,1,1000,8,,0.6955017301038062,0.5,0.7272727272727273,0.5925925925925926,0,0,0.0010509490966796875,0.0010704994201660156,0.19370102882385254,0.03182363510131836
130,10,1000,8,,0.6470588235294118,0.45569620253164556,0.8181818181818182,0.5853658536585367,0,0,0.0011794567108154297,0.001310110092163086,0.18291449546813965,0.028815746307373047
131,100,1000,8,,0.6608996539792388,0.45098039215686275,0.5227272727272727,0.48421052631578954,0,0,0.0010447502136230469,0.0011973381042480469,0.17520809173583984,0.02833700180053711
132,1,1000,16,cos,0.7301038062283737,0.5454545454545454,0.6818181818181818,0.6060606060606061,0,0,0.0014095306396484375,0.0013608932495117188,0.17509222030639648,0.028477191925048828
133,10,1000,16,cos,0.6920415224913494,0.4957983193277311,0.6704545454545454,0.5700483091787439,0,0,0.0013885498046875,0.0013866424560546875,0.16959810256958008,0.02748727798461914
134,100,1000,16,cos,0.6782006920415224,0.4752475247524752,0.5454545454545454,0.5079365079365079,0,0,0.0014226436614990234,0.0014243125915527344,0.18861746788024902,0.032784461975097656
135,1,1000,16,,0.71280276816609,0.5210084033613446,0.7045454545454546,0.5990338164251209,0,0,0.001005411148071289,0.0010247230529785156,0.1745738983154297,0.028600692749023438
136,10,1000,16,,0.7058823529411765,0.5148514851485149,0.5909090909090909,0.5502645502645503,0,0,0.0010471343994140625,0.0010800361633300781,0.1715526580810547,0.028339862823486328
137,100,1000,16,,0.6643598615916955,0.4594594594594595,0.5795454545454546,0.5125628140703518,0,0,0.0010402202606201172,0.0011720657348632812,0.18912792205810547,0.03275251388549805
138,1,1000,32,cos,0.7231833910034602,0.5408163265306123,0.6022727272727273,0.5698924731182796,0,0,0.0012614727020263672,0.0012943744659423828,0.1752631664276123,0.029807090759277344
139,10,1000,32,cos,0.6539792387543253,0.4594594594594595,0.7727272727272727,0.576271186440678,0,0,0.0012738704681396484,0.0012733936309814453,0.17280149459838867,0.029795408248901367
140,100,1000,32,cos,0.6747404844290658,0.4745762711864407,0.6363636363636364,0.5436893203883495,0,0,0.0012462139129638672,0.0014705657958984375,0.17302727699279785,0.030387163162231445
141,1,1000,32,,0.7301038062283737,0.5480769230769231,0.6477272727272727,0.59375,0,0,0.0010287761688232422,0.0009250640869140625,0.16853594779968262,0.028148174285888672
142,10,1000,32,,0.7024221453287197,0.509090909090909,0.6363636363636364,0.5656565656565656,0,0,0.0009906291961669922,0.0009262561798095703,0.16402816772460938,0.025823593139648438
143,100,1000,32,,0.6747404844290658,0.47,0.5340909090909091,0.5,0,0,0.0009250640869140625,0.0011718273162841797,0.15800142288208008,0.02603602409362793
144,1,10000,1,cos,0.6955017301038062,0.0,0.0,0.0,0,0,0.01149439811706543,0.0013873577117919922,1.7054698467254639,0.43000292778015137
145,10,10000,1,cos,0.4844290657439446,0.3702127659574468,0.9886363636363636,0.5386996904024768,0,0,0.0015256404876708984,0.0013530254364013672,1.8104372024536133,0.42248988151550293
146,100,10000,1,cos,0.6643598615916955,0.46938775510204084,0.7840909090909091,0.5872340425531916,0,0,0.0014162063598632812,0.0014050006866455078,1.7275142669677734,0.3995239734649658
147,1,10000,1,,0.5086505190311419,0.3794642857142857,0.9659090909090909,0.5448717948717948,0,0,0.0012288093566894531,0.0010423660278320312,1.8115780353546143,0.42267847061157227
148,10,10000,1,,0.754325259515571,0.9473684210526315,0.20454545454545456,0.33644859813084116,0,0,0.0010461807250976562,0.000986337661743164,1.7021524906158447,0.3971211910247803
149,100,10000,1,,0.7093425605536332,0.5222222222222223,0.5340909090909091,0.5280898876404494,0,0,0.0010340213775634766,0.0012395381927490234,1.69722318649292,0.3992459774017334
150,1,10000,2,cos,0.6955017301038062,0.0,0.0,0.0,0,0,0.0015716552734375,0.0014090538024902344,1.697176218032837,0.40331172943115234
151,10,10000,2,cos,0.5778546712802768,0.4105263157894737,0.8863636363636364,0.5611510791366906,0,0,0.0016810894012451172,0.0014107227325439453,1.818354845046997,0.4239497184753418
152,100,10000,2,cos,0.7370242214532872,0.573170731707317,0.5340909090909091,0.5529411764705883,0,0,0.0017228126525878906,0.0013918876647949219,1.7877404689788818,0.4123671054840088
153,1,10000,2,,0.7439446366782007,1.0,0.1590909090909091,0.2745098039215686,0,0,0.0012218952178955078,0.001096487045288086,1.7824113368988037,0.41631650924682617
154,10,10000,2,,0.5743944636678201,0.41379310344827586,0.9545454545454546,0.577319587628866,0,0,0.0012454986572265625,0.0010330677032470703,1.7821533679962158,0.41899609565734863
155,100,10000,2,,0.6124567474048442,0.425,0.7727272727272727,0.5483870967741935,0,0,0.0011563301086425781,0.0012516975402832031,1.7458899021148682,0.40894031524658203
156,1,10000,4,cos,0.6955017301038062,0.0,0.0,0.0,0,0,0.001703023910522461,0.0015132427215576172,1.9079172611236572,0.44542646408081055
157,10,10000,4,cos,0.7197231833910035,0.5289256198347108,0.7272727272727273,0.6124401913875598,0,0,0.0015990734100341797,0.0013689994812011719,1.7988407611846924,0.40772080421447754
158,100,10000,4,cos,0.6124567474048442,0.42857142857142855,0.8181818181818182,0.5625,0,0,0.001542806625366211,0.0016062259674072266,1.7443687915802002,0.4065096378326416
159,1,10000,4,,0.6955017301038062,0.0,0.0,0.0,0,0,0.0013730525970458984,0.0010707378387451172,1.8277075290679932,0.42580151557922363
