,target,enrich,p,actives_database,hdc_actives_sampled,trial
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
34,ALDH1,1.5064473192142658,0.5,1792,324,7
35,ALDH1,6.805034927194018,0.05,1792,324,7
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
34,ALDH1,1.5064473192142658,0.5,1792,324,7
35,ALDH1,6.805034927194018,0.05,1792,324,7
36,ALDH1,1.5231856227610912,0.5,1792,324,8
37,ALDH1,6.52614005312869,0.05,1792,324,8
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
34,ALDH1,1.5064473192142658,0.5,1792,324,7
35,ALDH1,6.805034927194018,0.05,1792,324,7
36,ALDH1,1.5231856227610912,0.5,1792,324,8
37,ALDH1,6.52614005312869,0.05,1792,324,8
38,ALDH1,1.5008678846986576,0.5,1792,324,9
39,ALDH1,6.470361078315625,0.05,1792,324,9
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
34,ALDH1,1.5064473192142658,0.5,1792,324,7
35,ALDH1,6.805034927194018,0.05,1792,324,7
36,ALDH1,1.5231856227610912,0.5,1792,324,8
37,ALDH1,6.52614005312869,0.05,1792,324,8
38,ALDH1,1.5008678846986576,0.5,1792,324,9
39,ALDH1,6.470361078315625,0.05,1792,324,9
40,KAT2A,1.0203613501829223,0.5,49,11,0
41,KAT2A,2.0404886725332334,0.05,49,11,0
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
31,ALDH1,7.585940574576938,0.05,1792,324,5
32,ALDH1,1.4897090156674409,0.5,1792,324,6
33,ALDH1,6.637698002754821,0.05,1792,324,6
34,ALDH1,1.5064473192142658,0.5,1792,324,7
35,ALDH1,6.805034927194018,0.05,1792,324,7
36,ALDH1,1.5231856227610912,0.5,1792,324,8
37,ALDH1,6.52614005312869,0.05,1792,324,8
38,ALDH1,1.5008678846986576,0.5,1792,324,9
39,ALDH1,6.470361078315625,0.05,1792,324,9
40,KAT2A,1.0203613501829223,0.5,49,11,0
41,KAT2A,2.0404886725332334,0.05,49,11,0
42,KAT2A,1.0203613501829223,0.5,49,11,1
43,KAT2A,0.0,0.05,49,11,1
0,PPARG,5.7142857142857135,0.5,7,5,0
1,PPARG,40.10204081632653,0.05,7,5,0
2,PPARG,5.7142857142857135,0.5,7,5,1
3,PPARG,40.10204081632653,0.05,7,5,1
4,PPARG,5.7142857142857135,0.5,7,5,2
5,PPARG,53.469387755102034,0.05,7,5,2
6,PPARG,5.7142857142857135,0.5,7,5,3
7,PPARG,26.734693877551017,0.05,7,5,3
8,PPARG,7.142857142857143,0.5,7,5,4
9,PPARG,53.469387755102034,0.05,7,5,4
10,PPARG,7.142857142857143,0.5,7,5,5
11,PPARG,40.10204081632653,0.05,7,5,5
12,PPARG,7.142857142857143,0.5,7,5,6
13,PPARG,40.10204081632653,0.05,7,5,6
14,PPARG,7.142857142857143,0.5,7,5,7
15,PPARG,53.469387755102034,0.05,7,5,7
16,PPARG,7.142857142857143,0.5,7,5,8
17,PPARG,53.469387755102034,0.05,7,5,8
18,PPARG,5.7142857142857135,0.5,7,5,9
19,PPARG,40.10204081632653,0.05,7,5,9
20,ALDH1,1.4841295811518325,0.5,1792,324,0
21,ALDH1,5.856792355371901,0.05,1792,324,0
22,ALDH1,1.4785501466362239,0.5,1792,324,1
23,ALDH1,7.083929801259346,0.05,1792,324,1
24,ALDH1,1.5008678846986576,0.5,1792,324,2
25,ALDH1,7.083929801259346,0.05,1792,324,2
26,ALDH1,1.5176061882454825,0.5,1792,324,3
27,ALDH1,7.474382624950807,0.05,1792,324,3
28,ALDH1,1.4897090156674409,0.5,1792,324,4
29,ALDH1,6.805034927194018,0.05,1792,324,4
30,ALDH1,1.534344491792308,0.5,1792,324,5
