dataset	nway	kshot	kquery	n_problems	classifier_type	hidden_size	num_epochs	acc	acc_ci95	recall	recall_ci95	train_time	train_time_ci95	test_time	test_time_ci95
pdbbind	2	8	20	50	Uniform	0	0	0.493	0.018072432929741367	0.4980000000000001	0.028532645723802055			0.0010259246826171875	2.2531813019886777e-06
pdbbind	2	16	20	50	HD	8192	0	59.95	2.0485985258219825	0.618	0.05500306202385463	7.529258728027343e-06	7.494414814810411e-07	0.0024482393264770507	3.6772070344480796e-05
pdbbind	2	16	20	50	HD-Sparse	8192	0	63.25	1.8347212322312072	0.665	0.05340775224627975	7.190704345703125e-06	8.175871822443962e-07	0.0024134159088134766	3.915562796657426e-05
pdbbind	2	16	20	50	HD-Kron	8192	0	60.15	2.2916499034538416	0.585	0.053479633506597624	5.1927566528320315e-06	9.279414388194147e-08	0.0023877620697021484	7.99070045845149e-06
pdbbind	2	16	20	50	L1	0	0	54.45	1.33862403982597	0.15700000000000003	0.02200269147172682	4.6510696411132815e-05	7.290892898338809e-07	0.002251572608947754	3.261235538176205e-05
pdbbind	2	16	20	50	L2	0	0	56.6	1.6442986590032844	0.188	0.028747260599924995	4.6224594116210936e-05	3.850373939755877e-07	0.0022573041915893554	5.254243193274211e-05
pdbbind	2	16	20	50	cosine	0	0	60.7	2.0038064577199064	0.5720000000000001	0.03304911060830533	4.708290100097656e-05	5.209072996184147e-07	0.0024019908905029298	7.758171423514805e-06
pdbbind	2	16	20	50	MLP	512	5	59.45	1.9417359037727038	0.774	0.04160004769228035	0.011630792617797852	8.61162321238769e-05	0.0019916629791259764	6.187534094948195e-06
pdbbind	2	16	20	50	Uniform	0	0	0.5105	0.01905791363187482	0.52	0.02463681797635401			0.0010986661911010743	8.7634067715566e-06
pdbbind	2	32	20	50	HD	8192	0	60.75	2.098436084325658	0.523	0.05340487498346944	7.78675079345703e-06	7.366895818714954e-07	0.0024351930618286134	3.0009910145464684e-05
pdbbind	2	32	20	50	HD-Sparse	8192	0	66.3	2.188013235791776	0.638	0.05385971585517324	7.076263427734375e-06	2.9000951394889953e-07	0.0024012327194213867	5.4828424806455425e-05
pdbbind	2	32	20	50	HD-Kron	8192	0	61.7	1.8616905005934794	0.508	0.05642349468085081	5.1116943359375e-06	7.837284159611471e-08	0.002340102195739746	1.0323361066445593e-05
pdbbind	2	32	20	50	L1	0	0	57.2	1.2974548624133326	0.20799999999999996	0.01887308008778641	5.537033081054688e-05	3.499242361472635e-06	0.002110719680786133	3.780543881638293e-05
pdbbind	2	32	20	50	L2	0	0	57.5	1.5741130836124828	0.22200000000000003	0.026173156324753803	5.499839782714844e-05	1.2012031476477891e-06	0.0020845985412597657	7.545212114242964e-06
pdbbind	2	32	20	50	cosine	0	0	62.15	1.7856987651896945	0.5589999999999999	0.03345691868657363	5.4726600646972654e-05	9.287139311556946e-07	0.002264294624328613	7.188447638676583e-06
pdbbind	2	32	20	50	MLP	512	5	62.1	2.000544645840227	0.8050000000000002	0.03270910576582612	0.011434869766235351	0.00013949409317799176	0.0019808387756347656	3.523736048458733e-05
pdbbind	2	32	20	50	Uniform	0	0	0.483	0.02345621350516745	0.47300000000000003	0.03162956642130903			0.0012201738357543945	3.5843200537153815e-06
pdbbind	2	64	20	50	HD	8192	0	63.45	2.1376134168740615	0.523	0.050521637661501036	6.732940673828125e-06	2.802431407114642e-07	0.0021074390411376953	4.5384080737381236e-05
pdbbind	2	64	20	50	HD-Sparse	8192	0	67.2	2.07260153430417	0.611	0.05052772039187994	6.394386291503906e-06	1.1191040061885687e-07	0.002092866897583008	4.353221513052901e-05
pdbbind	2	64	20	50	HD-Kron	8192	0	62.25	2.08004855712553	0.4690000000000001	0.05280299658163351	4.720687866210938e-06	1.1058346152186631e-07	0.001998286247253418	1.230792358328632e-05
pdbbind	2	64	20	50	L1	0	0	58.0	1.5495160534825057	0.22500000000000003	0.02705226053401083	5.137920379638672e-05	6.656365948851781e-07	0.00179473876953125	6.824819006064033e-06
pdbbind	2	64	20	50	L2	0	0	57.85	1.2927830753842657	0.22099999999999997	0.02417880658758823	5.2466392517089844e-05	1.1610443458235365e-06	0.0017916250228881836	3.2012470100324117e-06
pdbbind	2	64	20	50	cosine	0	0	65.75	2.03335240428215	0.574	0.03077137578984728	5.3162574768066404e-05	1.3960627859079622e-06	0.001939692497253418	1.596039162392985e-05
pdbbind	2	64	20	50	MLP	512	5	64.5	1.7585471276027833	0.8419999999999999	0.0263486992468319	0.00858983039855957	3.8628567945316296e-05	0.0017314767837524414	3.864560895893786e-05
pdbbind	2	64	20	50	Uniform	0	0	0.49	0.022000945434230774	0.5	0.02893905319805746			0.0011070966720581055	3.309493791264961e-05
pdbbind	2	-1	20	50	HD	8192	0	64.3	1.640087900083407	0.37800000000000006	0.03304911060830533	6.103515625e-06	1.2814600960527468e-07	0.0020946407318115233	1.1522200549340837e-05
pdbbind	2	-1	20	50	HD-Sparse	8192	0	71.8	1.5621089334614282	0.5589999999999999	0.02520563048209665	6.628036499023438e-06	1.0789682232565747e-06	0.0020850658416748046	4.3941432597822884e-05
pdbbind	2	-1	20	50	HD-Kron	8192	0	63.65	1.6815497851684322	0.37200000000000005	0.03385300742917828	4.99725341796875e-06	9.975304247164769e-08	0.002131185531616211	1.667962890352349e-05
pdbbind	2	-1	20	50	L1	0	0	68.95	0.9710410495957419	0.39000000000000007	0.02036891749701	5.812644958496094e-05	9.299160846371532e-07	0.003534245491027832	6.541988211827723e-05
pdbbind	2	-1	20	50	L2	0	0	68.9	1.0926890133976819	0.385	0.021336110235935696	5.759239196777344e-05	7.411284403947707e-07	0.0035267925262451173	1.9414253900799214e-05
pdbbind	2	-1	20	50	cosine	0	0	70.05	1.0324010461056303	0.43099999999999994	0.017062134919171166	5.8178901672363284e-05	8.797657298258583e-07	0.002073345184326172	2.652836427881553e-06
pdbbind	2	-1	20	50	MLP	512	5	50.0	0.0	0.0	0.0	0.01063117504119873	3.508293807861531e-05	0.0018065071105957031	3.1987963620114947e-05
pdbbind	2	-1	20	50	Uniform	0	0	0.483	0.022664923383942857	0.4810000000000001	0.029056958684624927			0.0009755945205688477	7.0756555558871346e-06
